instrument,alpha,alpha2,key,text_en,text_zh,label,label_zh,IPIP_item_number
Snyder1974,0.82,,1,Am good at making impromptu speeches.,我擅長即興演講。,Self-monitoring,自我監控,P364
Snyder1974,0.82,,1,Am likely to show off if I get the chance.,如果有機會的話我可能會炫耀。,Self-monitoring,自我監控,P441
Snyder1974,0.82,,1,Am the life of the party.,我是派對的靈魂人物。,Self-monitoring,自我監控,
Snyder1974,0.82,,-1,Don't like to draw attention to myself.,我不喜歡引起注意。,Self-monitoring,自我監控,X68
Snyder1974,0.82,,-1,Hate being the center of attention.,我討厭成為注意力的焦點。,Self-monitoring,自我監控,P434
Snyder1974,0.82,,1,Like to attract attention.,我喜歡吸引注意力。,Self-monitoring,自我監控,H1150
Snyder1974,0.82,,1,Put on a show to impress people.,我做秀以給人留下深刻印象。,Self-monitoring,自我監控,P491
Snyder1974,0.82,,1,Use flattery to get ahead.,我用奉承來求進步。,Self-monitoring,自我監控,X91
Snyder1974,0.82,,1,Would make a good actor.,我會是個好演員。,Self-monitoring,自我監控,P444
Snyder1974,0.82,,-1,Would not be a good comedian.,我不會是個好喜劇演員。,Self-monitoring,自我監控,P485
Span2002,0.78,,1,Am often fidgety.,我經常坐立不安。,ADHD,ADHD,R15
Span2002,0.78,,1,Begin to answer before the other person finishes the question.,在他人說完問題前就開始回答。,ADHD,ADHD,R10
Span2002,0.78,,1,Don't enjoy doing quiet leisure activities.,我不喜歡做安靜的休閒活動。,ADHD,ADHD,R41
Span2002,0.78,,1,Don't finish the things that I start.,我不會完成我開始的事。,ADHD,ADHD,R12
Span2002,0.78,,1,Don't pay enough attention when others are speaking to me.,我沒有給予足夠的注意力當他人對我說話時。,ADHD,ADHD,R66
Span2002,0.78,,1,Feel restless a lot of the time.,我大部分時間都感到躁動。,ADHD,ADHD,R54
Span2002,0.78,,1,Find it difficult to organize tasks and activities.,我發現很難組織任務和活動。,ADHD,ADHD,R65
Span2002,0.78,,1,Find it difficult to sit still for long periods of time.,我發現很難長時間坐著不動。,ADHD,ADHD,R67
Span2002,0.78,,1,Forget things.,我會忘記事情。,ADHD,ADHD,R2
Span2002,0.78,,1,Have been told I'm not listening when others are speaking to me.,我被告知當他人對我說話時我沒在聽。,ADHD,ADHD,R40
Span2002,0.78,,1,Have difficulty keeping my attention on a task.,我難以將注意力集中在任務上。,ADHD,ADHD,R23
Span2002,0.78,,1,Make careless mistakes.,我會犯粗心的錯誤。,ADHD,ADHD,R75
TCI,0.75,,1,Accept challenging tasks.,我接受具挑戰性的任務。,Competence,能力,H515
TCI,0.72,,1,Accept others' weaknesses.,我接受他人的弱點。,Compassion,同情心,H139
TCI,0.72,,1,Accept people as they are.,我接受他人本來的樣子。,Tolerance,容忍,H106
TCI,0.78,,1,Accomplish a lot of work.,我完成很多工作。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,H554
TCI,0.73,,1,Acknowledge others' accomplishments.,我承認他人的成就。,Trust,信任,H152
TCI,0.66,,1,Act according to my conscience.,我按照良心行事。,Morality,道德性,H178
TCI,0.86,,-1,Act comfortably with others.,我與他人相處自在。,Social-discomfort,社交不適,H41
TCI,0.71,,-1,Agree to anything.,我會同意任何事。,Hope/Optimism,希望/樂觀,H1419
TCI,0.72,,-1,Am a bad loser.,我是個輸不起的人。,Tolerance,容忍,H763
TCI,0.78,,1,Am able to control my cravings.,我能控制自己的渴望。,Impulse-Control,衝動控制,X251
TCI,0.77,,1,Am afraid of many things.,我害怕很多事情。,Self-efficacy,自我效能,H968
TCI,0.78,,1,Am always on the go.,我總是在行動中。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,"H54, X40"
TCI,0.72,,-1,Am annoyed by others' mistakes.,我會因他人的錯誤而煩躁。,Tolerance,容忍,E82
TCI,0.86,,1,Am apprehensive about new encounters.,我對新遭遇感到擔憂。,Social-discomfort,社交不適,H651
TCI,0.86,,-1,Am comfortable in unfamiliar situations.,我在陌生情況下感到自在。,Social-discomfort,社交不適,X197
TCI,0.83,,-1,Am easily discouraged.,我容易感到沮喪。,Resourcefulness,機智,H647
TCI,0.83,,-1,Am easily intimidated.,我容易受到威脅。,Resourcefulness,機智,"H991, X41"
TCI,0.8,,1,Am easily moved to tears.,我容易被感動而流淚。,Sentimentality,多愁善感,H992
TCI,0.72,,-1,Am embarrassed to have people see my home.,我對讓人看到我的家感到尷尬。,Satisfaction,滿意度,E162
TCI,0.78,,1,Am exacting in my work.,我對工作要求嚴格。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,X163
TCI,0.72,,1,Am inclined to forgive others.,我傾向於原諒他人。,Compassion,同情心,H137
TCI,0.8,,-1,Am indifferent to the feelings of others.,我對他人的感受漠不關心。,Sentimentality,多愁善感,X203
TCI,0.74,,1,Am inexplicably happy some of the time.,我有時會莫名其妙地快樂。,Romanticism,浪漫主義,E25
TCI,0.73,,1,Am nice to store clerks.,我對商店店員很好。,Trust,信任,E22
TCI,0.86,,-1,Am not bothered by difficult social situations.,我不會被困難的社交情況所困擾。,Social-discomfort,社交不適,X209
TCI,0.72,,-1,Am not in the mood for anything.,我對任何事都不感興趣。,Satisfaction,滿意度,H619
TCI,0.78,,-1,Am not interested in abstract ideas.,我對抽象概念不感興趣。,Imagination,想像力,X228
TCI,0.65,,-1,Am not interested in other people's problems.,我對他人的問題不感興趣。,Femininity,女性特質,X227
TCI,0.71,,-1,Am not sure where my life is going.,我不確定我的生活方向。,Hope/Optimism,希望/樂觀,X105
TCI,0.77,,1,Am often down in the dumps.,我經常情緒低落。,Self-efficacy,自我效能,H640
TCI,0.86,,1,Am often in a bad mood.,我經常心情不好。,Neuroticism,神經質,X84
TCI,0.86,,1,Am open about my feelings.,我對自己的感受很坦誠。,Self-disclosure,自我揭露,X148
TCI,0.8,,1,Am open to change.,我對變化持開放態度。,Variety-seeking,尋求變化,X62
TCI,0.69,,-1,Am out for my own personal gain.,我是為了自己的個人利益。,Self-acceptance,自我接納,H1325
TCI,0.74,,1,Am passionate about anything I'm involved in.,我對參與的任何事都充滿熱情。,Romanticism,浪漫主義,E39
TCI,0.74,,1,Am passionate about causes.,我對事業充滿熱情。,Romanticism,浪漫主義,E174
TCI,0.69,,-1,Am preoccupied with myself.,我專注於自己。,Self-acceptance,自我接納,H717
TCI,0.72,,-1,Am quick to judge others.,我很快就對他人下判斷。,Tolerance,容忍,E65
TCI,0.86,,1,Am quiet around strangers.,我在陌生人面前很安靜。,Social-discomfort,社交不適,"H661, X260"
TCI,0.78,,1,Am ready to do battle for a cause.,我準備好為事業而戰。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,H442
TCI,0.71,,-1,Am resigned to my fate.,我順從命運。,Hope/Optimism,希望/樂觀,H1166
TCI,0.78,,1,Avoid dangerous situations.,我避免危險情況。,Harm-Avoidance,避免傷害,H317
TCI,0.77,,1,Become overwhelmed by events.,我被事件壓倒。,Self-efficacy,自我效能,H959
TCI,0.71,,1,Believe in the importance of tradition.,我相信傳統的重要性。,Conservatism,保守性,X207
TCI,0.71,,1,Believe kids need tough love.,我相信孩子需要嚴格的愛。,Conservatism,保守性,
TCI,0.67,,-1,Believe only in myself.,我只相信自己。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,H698
TCI,0.72,,1,Believe that others have good intentions.,我相信他人有善意。,Tolerance,容忍,H549
TCI,0.66,,-1,Believe that the end justifies the means.,我相信目的可以證明手段正當。,Morality,道德性,H433
TCI,0.71,,1,Believe that there are universal truths.,我相信有普世真理。,Conservatism,保守性,X162
TCI,0.71,,-1,Believe that there is no absolute right or wrong.,我相信沒有絕對的對錯。,Conservatism,保守性,
TCI,0.72,,1,Believe there are many sides to most issues.,我相信大多數問題都有很多面向。,Tolerance,容忍,
TCI,0.86,,-1,Bottle up my feelings.,我壓抑自己的感受。,Self-disclosure,自我揭露,H1146
TCI,0.8,,1,Break rules.,我違反規則。,Rebelliousness,叛逆性,H1346
TCI,0.72,,1,Can accept a lot from others.,我能接受他人很多事。,Tolerance,容忍,H128
TCI,0.83,,1,Can handle complex problems.,我能處理複雜的問題。,Resourcefulness,機智,H470
TCI,0.77,,-1,Can manage many things at the same time.,我能同時管理很多事情。,Self-efficacy,自我效能,H457
TCI,0.75,,1,Can perform a wide variety of tasks.,我能執行各種各樣的任務。,Competence,能力,H492
TCI,0.77,,-1,Can tackle anything.,我能應對任何事。,Self-efficacy,自我效能,H439
TCI,0.73,,-1,Can't be bothered with other's needs.,我不會為他人的需求煩惱。,Trust,信任,X237
TCI,0.83,,-1,Can't make up my mind.,我無法下定決心。,Resourcefulness,機智,H901
TCI,0.66,,1,Care about justice.,我關心正義。,Morality,道德性,H176
TCI,0.78,,1,Carry out my plans.,我執行我的計劃。,Impulse-Control,衝動控制,H258
TCI,0.8,,1,Cheat to get ahead.,我作弊以求進步。,Rebelliousness,叛逆性,X198
TCI,0.83,,1,Complete tasks successfully.,我成功完成任務。,Resourcefulness,機智,H1285
TCI,0.8,,-1,Dislike changes.,我不喜歡變化。,Variety-seeking,尋求變化,"H1063, X43"
TCI,0.71,,-1,Dislike movies with happy Hollywood endings.,我不喜歡有好萊塢式快樂結局的電影。,Conservatism,保守性,X256
TCI,0.73,,-1,Disregard the opinions of others.,我無視他人的意見。,Trust,信任,H426
TCI,0.78,,-1,Do dangerous things.,我做危險的事情。,Harm-Avoidance,避免傷害,H876
TCI,0.78,,-1,Do just enough work to get by.,我只做足夠的工作。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,X115
TCI,0.78,,1,Do more than what's expected of me.,我做得比預期的更多。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,H2014
TCI,0.74,,-1,Do not like poetry.,我不喜歡詩歌。,Romanticism,浪漫主義,X45
TCI,0.66,,-1,Do the opposite of what is asked.,我做與要求相反的事。,Morality,道德性,H497
TCI,0.78,,-1,Do things I later regret.,我做了後悔的事。,Impulse-Control,衝動控制,
TCI,0.72,,-1,Do things out of revenge.,我會報復性地做事。,Compassion,同情心,H710
TCI,0.67,,1,Do what others want me to do.,我做他人希望我做的事。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,H1028
TCI,0.8,,-1,Don't have a soft side.,我沒有柔軟的一面。,Sentimentality,多愁善感,E143
TCI,0.78,,-1,Don't know why I do some of the things I do.,我不知道為什麼我做某些事。,Impulse-Control,衝動控制,E57
TCI,0.75,,-1,Don't put my mind on the task at hand.,我不把注意力放在手頭的任務上。,Competence,能力,H854
TCI,0.75,,-1,Don't see things through.,我不會把事情做完。,Competence,能力,H885
TCI,0.86,,-1,Don't talk a lot.,我話不多。,Self-disclosure,自我揭露,X56
TCI,0.78,,1,Easily resist temptations.,我容易抵抗誘惑。,Impulse-Control,衝動控制,X274
TCI,0.78,,-1,Enjoy being reckless.,我喜歡魯莽行為。,Harm-Avoidance,避免傷害,E35
TCI,0.84,,1,Enjoy bringing people together.,我喜歡讓人們聚在一起。,Friendliness,友善,X161
TCI,0.8,,1,Enjoy crude jokes.,我喜歡粗俗的笑話。,Rebelliousness,叛逆性,E23
TCI,0.74,,1,Enjoy examining myself and my life.,我喜歡審視自己和我的生活。,Romanticism,浪漫主義,E133
TCI,0.8,,1,Enjoy hearing new ideas.,我喜歡聽到新想法。,Variety-seeking,尋求變化,X166
TCI,0.78,,1,Experience my emotions intensely.,我以極度的強度感受情緒。,Imagination,想像力,X92
TCI,0.74,,1,Express childlike joy.,我表達出童真的喜悅。,Romanticism,浪漫主義,H66
TCI,0.83,,1,Face problems directly.,我直接面對問題。,Resourcefulness,機智,H363
TCI,0.72,,-1,Feel attacked by others.,我覺得被他人攻擊。,Satisfaction,滿意度,H914
TCI,0.86,,-1,Feel comfortable around people.,我與人相處感到自在。,Social-discomfort,社交不適,X112
TCI,0.73,,-1,Feel little concern for others.,我很少關心他人。,Trust,信任,X244
TCI,0.72,,-1,Feel short-changed in life.,我覺得人生受到虧待。,Satisfaction,滿意度,H617
TCI,0.65,,1,Feel sympathy for those who are worse off than myself.,我同情那些比我更不幸的人。,Femininity,女性特質,
TCI,0.77,,1,Feel that I'm unable to deal with things.,我覺得自己無法處理事情。,Self-efficacy,自我效能,H954
TCI,0.72,,-1,Feel that people have a hard time understanding,我覺得人們很難理解。,Satisfaction,滿意度,
TCI,0.75,,1,Feel up to any task.,我能應對任何任務。,Competence,能力,H1116
TCI,0.86,,1,Find it difficult to approach others.,我發現很難接近他人。,Social-discomfort,社交不適,H592
TCI,0.85,,-1,Find it difficult to get down to work.,我發現很難開始工作。,Initiative,主動性,H1171
TCI,0.72,,-1,Find it hard to forgive others.,我發現很難原諒他人。,Compassion,同情心,X210
TCI,0.85,,1,Finish tasks quickly.,我快速完成任務。,Initiative,主動性,H251
TCI,0.67,,1,Follow directions.,我遵循指示。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,H319
TCI,0.67,,1,Follow orders.,我服從命令。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,H315
TCI,0.78,,1,Follow through with my plans.,我貫徹我的計劃。,Impulse-Control,衝動控制,X196
TCI,0.83,,1,Formulate ideas clearly.,我能清晰地表達想法。,Resourcefulness,機智,H1219
TCI,0.72,,-1,Get angry easily.,我容易生氣。,Compassion,同情心,"H754, X18"
TCI,0.72,,-1,Get back at others.,我會報復他人。,Compassion,同情心,H699
TCI,0.85,,1,Get chores done right away.,我馬上完成家務。,Initiative,主動性,E119
TCI,0.72,,-1,Get even with others.,我會報復他人。,Compassion,同情心,H711
TCI,0.72,,-1,Get irritated easily.,我容易感到煩躁。,Tolerance,容忍,H761
TCI,0.78,,1,Get lost in my dreams.,我迷失在夢中。,Imagination,想像力,X223
TCI,0.78,,1,Get so involved with things that I forget the time.,我太投入事情以至於忘記時間。,Imagination,想像力,E73
TCI,0.85,,1,Get things done quickly.,我快速完成事情。,Initiative,主動性,H555
TCI,0.85,,1,Get to work at once.,我立即開始工作。,Initiative,主動性,"H517, X55"
TCI,0.67,,-1,Give in to no one.,我不會向任何人讓步。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,H424
TCI,0.75,,-1,Give up easily.,我容易放棄。,Competence,能力,"H1144, V200"
TCI,0.78,,-1,Habitually blow my chances.,我習慣性地錯失機會。,Impulse-Control,衝動控制,H1183
TCI,0.67,,1,Hate to seem pushy.,我討厭看起來咄咄逼人。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,E31
TCI,0.79,,1,Have a good word for everyone.,我對每個人都有好話說。,Empathy,同理心,H22
TCI,0.8,,1,Have a soft heart.,我有顆柔軟的心。,Sentimentality,多愁善感,X177
TCI,0.72,,-1,Have an eye for detail.,我對細節有敏銳的觀察。,Recklessness,魯莽,H1356
TCI,0.84,,-1,Have difficulty expressing my feelings.,我難以表達自己的感受。,Friendliness,友善,X97
TCI,0.85,,-1,Have difficulty starting tasks.,我難以開始任務。,Initiative,主動性,H621
TCI,0.86,,-1,Have little to say.,我沒什麼話可說。,Self-disclosure,自我揭露,H1039
TCI,0.72,,-1,Hold a grudge.,我會記仇。,Compassion,同情心,X217
TCI,0.72,,-1,Investigate all possibilities.,我會調查所有可能性。,Recklessness,魯莽,H473
TCI,0.72,,1,Jump into things without thinking.,我不假思索就投入事情。,Recklessness,魯莽,E46
TCI,0.71,,1,Keep improving myself.,我不斷改進自己。,Hope/Optimism,希望/樂觀,H1273
TCI,0.72,,1,Know how to enjoy myself.,我知道如何享受自己。,Satisfaction,滿意度,H1185
TCI,0.8,,1,Know how to get around the rules.,我知道如何規避規則。,Rebelliousness,叛逆性,H1327
TCI,0.78,,-1,Know no limits.,我不知道界限。,Harm-Avoidance,避免傷害,H873
TCI,0.71,,1,Know what I want.,我知道自己想要什麼。,Hope/Optimism,希望/樂觀,H328
TCI,0.72,,-1,Lay down the law to others.,我對他人發號施令。,Tolerance,容忍,H782
TCI,0.72,,-1,Let myself be used.,我讓自己被利用。,Satisfaction,滿意度,H1030
TCI,0.78,,-1,Let myself go.,我放縱自己。,Harm-Avoidance,避免傷害,H81
TCI,0.71,,-1,Let others determine my choices.,我讓他人決定我的選擇。,Hope/Optimism,希望/樂觀,H970
TCI,0.72,,1,Like to act on a whim.,我喜歡憑一時衝動行事。,Recklessness,魯莽,E122
TCI,0.73,,1,Like to be of service to others.,我喜歡為他人服務。,Trust,信任,H188
TCI,0.8,,1,Like to begin new things.,我喜歡開始新事物。,Variety-seeking,尋求變化,"H441, X38"
TCI,0.72,,-1,Like to sleep on things before acting.,我喜歡在行動前先思考。,Recklessness,魯莽,H668
TCI,0.75,,1,Like to solve complex problems.,我喜歡解決複雜的問題。,Competence,能力,X201
TCI,0.8,,1,Like to visit new places.,我喜歡參觀新地方。,Variety-seeking,尋求變化,X104
TCI,0.65,,1,Like to watch figure skating.,我喜歡觀看花式滑冰。,Femininity,女性特質,X193
TCI,0.66,,1,Listen to my conscience.,我聽從良心。,Morality,道德性,"H153, X19"
TCI,0.69,,-1,Look down on any weakness.,我輕視任何弱點。,Self-acceptance,自我接納,H435
TCI,0.72,,-1,Look down on others.,我輕視他人。,Compassion,同情心,"H1136, X37"
TCI,0.65,,1,Love children.,我喜愛孩子。,Femininity,女性特質,X73
TCI,0.65,,1,Love children's movies.,我喜愛兒童電影。,Femininity,女性特質,X2
TCI,0.74,,1,Love flowers.,我喜愛花朵。,Romanticism,浪漫主義,X140
TCI,0.71,,1,Love life.,我熱愛生活。,Hope/Optimism,希望/樂觀,H33
TCI,0.8,,1,Love to think up new ways of doing things.,我喜愛想出新的做事方法。,Variety-seeking,尋求變化,X225
TCI,0.78,,-1,Make a mess of things.,我把事情搞砸。,Impulse-Control,衝動控制,H1467
TCI,0.79,,1,Make people feel welcome.,我讓人們感到受歡迎。,Empathy,同理心,H30
TCI,0.72,,1,Make rash decisions.,我做出魯莽的決定。,Recklessness,魯莽,H853
TCI,0.66,,-1,Misuse power.,我濫用權力。,Morality,道德性,H785
TCI,0.85,,-1,Need a push to get started.,我需要推動才能開始。,Initiative,主動性,H969
TCI,0.77,,1,Need reassurance.,我需要安慰。,Self-efficacy,自我效能,H980
TCI,0.85,,-1,Never abuse my credit.,我從不濫用信用。,Extravagance,鋪張,X57
TCI,0.71,,1,Never give up hope.,我永不放棄希望。,Hope/Optimism,希望/樂觀,X102
TCI,0.78,,1,Never give up.,我永不放棄。,Achievement-striving,成就追求,H556
TCI,0.85,,-1,Never spend more than I can afford.,我花的錢從不超過我的負擔能力。,Extravagance,鋪張,X216
TCI,0.73,,-1,Obstruct others' plans.,我會阻撓他人的計劃。,Trust,信任,H494
TCI,0.86,,1,Often feel uncomfortable around others.,我經常在他人身邊感到不自在。,Social-discomfort,社交不適,H909
TCI,0.86,,1,Only feel comfortable with friends.,我只在朋友身邊感到自在。,Social-discomfort,社交不適,H656
TCI,0.85,,1,Overuse my credit.,我過度使用信用。,Extravagance,鋪張,X168
TCI,0.83,,-1,Panic easily.,我容易驚慌。,Resourcefulness,機智,"H948, X64"
TCI,0.85,,1,Plunge into tasks with all my heart.,我全心全意投入任務。,Initiative,主動性,H69
TCI,0.8,,-1,Prefer to stick with things that I know.,我更喜歡堅持我知道的事物。,Variety-seeking,尋求變化,X30
TCI,0.73,,-1,Pretend to be concerned for others.,我假裝關心他人。,Trust,信任,X113
TCI,0.85,,-1,Put off unpleasant tasks.,我會拖延不愉快的任務。,Initiative,主動性,E132
TCI,0.67,,-1,Quickly recognize possibilities.,我快速識別可能性。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,H60
TCI,0.65,,1,Radiate joy.,我散發喜悅。,Femininity,女性特質,"H32, X63"
TCI,0.74,,-1,Rarely look for a deeper meaning in things.,我很少尋找事物更深層的意義。,Romanticism,浪漫主義,E77
TCI,0.78,,1,Rarely overindulge.,我很少過度放縱。,Impulse-Control,衝動控制,X181
TCI,0.77,,-1,Readily overcome setbacks.,我輕易克服挫折。,Self-efficacy,自我效能,H44
TCI,0.79,,1,Reassure others.,我會讓他人安心。,Empathy,同理心,H1120
TCI,0.72,,-1,Reflect on things before acting.,我在行動前會反思。,Recklessness,魯莽,"H1218, X67"
TCI,0.8,,1,Resist authority.,我抗拒權威。,Rebelliousness,叛逆性,E45
TCI,0.8,,-1,Respect authority.,我尊重權威。,Rebelliousness,叛逆性,H296
TCI,0.72,,1,Respect others.,我尊重他人。,Tolerance,容忍,H105
TCI,0.69,,1,Respect the opinions of others.,我尊重他人的意見。,Self-acceptance,自我接納,H174
TCI,0.66,,1,Return extra change when a cashier makes a mistake.,當收銀員犯錯時，我會退回多餘的零錢。,Morality,道德性,E80
TCI,0.86,,-1,Reveal little about myself.,我很少透露自己的事。,Self-disclosure,自我揭露,H601
TCI,0.72,,1,Rush into things.,我倉促行事。,Recklessness,魯莽,"H862, X101"
TCI,0.71,,1,Sacrifice myself for others.,我為他人犧牲自己。,Conservatism,保守性,H1148
TCI,0.86,,-1,Say little.,我說話不多。,Self-disclosure,自我揭露,H584
TCI,0.74,,1,See beauty in things that others might not notice.,我看到他人可能注意不到的事物之美。,Romanticism,浪漫主義,E105
TCI,0.72,,-1,See events as unavoidable.,我認為事件是不可避免的。,Satisfaction,滿意度,H1009
TCI,0.69,,-1,See other people as my competitors.,我把他人視為競爭對手。,Self-acceptance,自我接納,H791
TCI,0.78,,-1,Seek danger.,我尋求危險。,Harm-Avoidance,避免傷害,H894
TCI,0.69,,-1,Seek status.,我尋求地位。,Self-acceptance,自我接納,H747
TCI,0.78,,1,Set high standards for myself and others.,我為自己和他人設定高標準。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,E140
TCI,0.86,,1,Show my feelings.,我表現出我的感受。,Self-disclosure,自我揭露,"H3, X25"
TCI,0.85,,1,Spend more money than I have.,我花的錢超過我有的。,Extravagance,鋪張,E75
TCI,0.66,,1,Stand behind my actions.,我為自己的行為負責。,Morality,道德性,H410
TCI,0.85,,1,Start tasks right away.,我馬上開始工作。,Initiative,主動性,H511
TCI,0.8,,-1,Stick to the rules.,我遵守規則。,Rebelliousness,叛逆性,H294
TCI,0.72,,-1,Suspect hidden motives in others.,我懷疑他人有隱藏動機。,Satisfaction,滿意度,H604
TCI,0.78,,1,Take control of things.,我會掌控事情。,Achievement-striving,成就追求,H325
TCI,0.72,,-1,Take precautions.,我採取預防措施。,Recklessness,魯莽,H892
TCI,0.78,,-1,Take risks.,我冒險。,Harm-Avoidance,避免傷害,H864
TCI,0.69,,1,Take things as they come.,我順其自然。,Self-acceptance,自我接納,E144
TCI,0.79,,1,Take time out for others.,我會為他人騰出時間。,Empathy,同理心,H160
TCI,0.86,,1,Talk about my worries.,我談論我的擔憂。,Self-disclosure,自我揭露,H62
TCI,0.86,,-1,Talk to a lot of different people at parties.,我在派對上和很多不同的人交談。,Social-discomfort,社交不適,X83
TCI,0.72,,-1,Think twice before doing something.,我在做某事前會三思。,Recklessness,魯莽,H213
TCI,0.65,,-1,Try not to think about the needy.,我盡量不去想貧困的人。,Femininity,女性特質,E166
TCI,0.8,,-1,Try to follow the rules.,我試圖遵守規則。,Rebelliousness,叛逆性,X150
TCI,0.66,,-1,Try to fool others.,我試圖欺騙他人。,Morality,道德性,H1072
TCI,0.72,,1,Try to forgive and forget.,我試圖原諒和忘記。,Compassion,同情心,E126
TCI,0.78,,1,Try to lead others.,我試圖領導他人。,Achievement-striving,成就追求,H524
TCI,0.73,,1,Try to maintain a pleasant atmosphere.,我試圖維持愉快的氣氛。,Trust,信任,H129
TCI,0.78,,1,Try to outdo others.,我試圖超越他人。,Achievement-striving,成就追求,H1086
TCI,0.67,,1,Try to please everyone.,我試圖取悅每個人。,Conformity/Dependence/Need for approval,順從/依賴/需要認可,E3
TCI,0.65,,1,Try to stay in touch with myself.,我試圖與自己保持聯繫。,Femininity,女性特質,E177
TCI,0.78,,1,Try to surpass others' accomplishments.,我試圖超越他人的成就。,Achievement-striving,成就追求,H1193
TCI,0.69,,-1,Use flattery to get ahead.,我用奉承來求進步。,Self-acceptance,自我接納,X91
TCI,0.8,,1,Use swear words.,我使用髒話。,Rebelliousness,叛逆性,
TCI,0.83,,-1,Wait for others to lead the way.,我等待他人帶路。,Resourcefulness,機智,H976
TCI,0.78,,1,Want to be in charge.,我想要掌控。,Achievement-striving,成就追求,H793
TCI,0.78,,1,Want to be the very best.,我想要成為最好的。,Achievement-striving,成就追求,H1203
TCI,0.78,,-1,Waste my time.,我浪費時間。,Impulse-Control,衝動控制,"H1186, X49"
TCI,0.78,,-1,Willing to try anything once.,我願意嘗試任何事。,Harm-Avoidance,避免傷害,
TCI,0.72,,-1,Withhold information from others.,我對他人隱瞞資訊。,Satisfaction,滿意度,H1329
TCI,0.71,,1,Work on improving myself.,我努力改進自己。,Hope/Optimism,希望/樂觀,E170
TCI,0.8,,-1,Would never cheat on my taxes.,我永遠不會在報稅時作弊。,Rebelliousness,叛逆性,X136
TCI,0.78,,1,Would never go hang gliding or bungee jumping.,我永遠不會去滑翔傘或高空彈跳。,Harm-Avoidance,避免傷害,
TCI,0.78,,1,Would never make a high risk investment.,我永遠不會進行高風險投資。,Harm-Avoidance,避免傷害,
VIA,0.73,,0,Act before thinking through the consequences.,在思考後果前就行動。,Prudence,審慎,V207
VIA,0.7,,1,Admit when I am wrong.,當我錯時承認。,Equity/Fairness,公平/公正,V20
VIA,0.76,,1,Allow others to make a fresh start.,允許他人重新開始。,Forgiveness/Mercy,寬恕/仁慈,V149
VIA,0.75,,1,Am a brave person.,我是個勇敢的人。,Bravery/Courage/Valor,勇敢/勇氣/英勇,V341
VIA,0.8,,1,Am a firm believer in thinking things through.,我堅信要深思熟慮。,Judgment/Open-mindedness,判斷/開放心態,
VIA,0.81,,1,Am a goal-oriented person.,我是個目標導向的人。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,V108
VIA,0.7,,1,Am a good listener.,我是個好聽眾。,Equity/Fairness,公平/公正,V95
VIA,0.81,,1,Am a hard worker.,我是個努力工作的人。,Industriousness/Perseverance/Persistence,勤勉/堅持/毅力,V161
VIA,0.75,,1,Am a highly disciplined person.,我是個高度自律的人。,Self-control/Self-regulation,自我控制/自我調節,V98
VIA,0.91,,1,Am a spiritual person.,我是個有靈性的人。,Spirituality/Religiousness,靈性/宗教性,V46
VIA,0.77,,1,Am a true life-long learner.,我是個真正終身學習者。,Love of Learning,學習熱愛,V140
VIA,0.85,,1,Am able to come up with new and different ideas.,我能提出新穎和不同的想法。,Creativity/Originality,創造力/原創性,V5
VIA,0.76,,1,Am able to fit into any situation.,我能適應任何情況。,Social/Personal/Emotional Intelligence,社交/個人/情緒智能,V80
VIA,0.78,,1,Am always busy with something interesting.,我總是忙於有趣的事情。,Curiosity,好奇心,V67
VIA,0.79,,1,Am an extremely grateful person.,我是個極度感恩的人。,Gratitude,感恩,V175
VIA,0.78,,0,Am an extremely loyal person.,我是個極度忠誠的人。,Teamwork/Citizenship,團隊合作/公民意識,V92
VIA,0.85,,1,Am an original thinker.,我是個有原創性的思想家。,Creativity/Originality,創造力/原創性,V226
VIA,0.7,,1,Am committed to principles of justice and equality.,我致力於正義和平等的原則。,Equity/Fairness,公平/公正,V202
VIA,0.75,,1,Am considered to be a wise person.,我被認為是個有智慧的人。,Wisdom/Perspective,智慧/洞察力,V339
VIA,0.78,,0,Am described as grumpy.,我被形容為脾氣暴躁。,Vitality/Enthusiasm/Zest,活力/熱情/熱忱,V32
VIA,0.78,,1,Am excited by many different activities.,我對許多不同的活動感到興奮。,Curiosity,好奇心,V151
VIA,0.78,,1,Am good at helping people work well together.,我擅長幫助人們一起工作。,Leadership,領導力,V96
VIA,0.76,,1,Am good at sensing what others are feeling.,我擅長感知他人的感受。,Social/Personal/Emotional Intelligence,社交/個人/情緒智能,V225
