instrument,alpha,key,text,label
NEO,0.85,-1,我推遲決定。,自律
NEO,0.79,-1,我更喜歡獨處。,合群性
NEO,0.77,-1,我更喜歡堅持我知道的事物。,冒險性
NEO,0.77,1,我喜歡變化而非常規。,冒險性
NEO,0.75,-1,我假裝關心他人。,道德性
NEO,0.78,-1,我在工作上投入很少時間和精力。,成就追求
NEO,0.75,-1,我給人施加壓力。,道德性
NEO,0.81,1,我散發喜悅。,快樂
NEO,0.88,-1,我很少抱怨。,憤怒
NEO,0.81,-1,我很少注意到自己的情緒反應。,情緒性
NEO,0.77,-1,我很少過度放縱。,放縱
NEO,0.71,1,我反應快速。,活動水平
NEO,0.71,-1,我反應緩慢。,活動水平
NEO,0.82,-1,我輕易克服挫折。,脆弱性
NEO,0.82,-1,我在壓力下保持冷靜。,脆弱性
NEO,0.76,-1,我倉促行事。,謹慎
NEO,0.78,1,我尋求冒險。,尋求刺激
NEO,0.78,1,我尋求危險。,尋求刺激
NEO,0.79,-1,我尋求安靜。,合群性
NEO,0.84,1,我尋求影響他人。,自信堅定
NEO,0.88,-1,我很少感到憂鬱。,憂鬱
NEO,0.81,-1,我很少情緒化。,情緒性
NEO,0.88,-1,我很少生氣。,憤怒
NEO,0.81,-1,我很少開玩笑。,快樂
NEO,0.77,1,我很少自吹自擂。,謙虛/謙遜
NEO,0.78,1,我為自己和他人設定高標準。,成就追求
NEO,0.83,1,我花時間反思事物。,想像力
NEO,0.85,1,我馬上開始工作。,自律
NEO,0.76,1,我堅持我選擇的道路。,謹慎
NEO,0.75,1,我遵守規則。,道德性
NEO,0.8,1,我說話結結巴巴。,自我意識
NEO,0.75,1,我為他人的悲傷而受苦。,同情心
NEO,0.75,1,我同情無家可歸者。,同情心
NEO,0.75,-1,我占他人便宜。,道德性
NEO,0.77,-1,我不會為他人騰出時間。,利他主義
NEO,0.71,1,我說實話。,盡責性
NEO,0.77,-1,我對自己評價很高。,謙虛/謙遜
NEO,0.82,1,我認為一切都會好起來。,信任
NEO,0.81,1,我試圖了解自己。,情緒性
NEO,0.77,-1,我背棄他人。,利他主義
NEO,0.78,1,我將計劃轉化為行動。,成就追求
NEO,0.75,-1,我用奉承來求進步。,道德性
NEO,0.75,-1,我利用他人謀取私利。,道德性
NEO,0.75,1,我重視合作勝過競爭。,同情心
NEO,0.82,1,我希望一切都恰到好處。,條理性
NEO,0.79,-1,我想要被獨處。,合群性
NEO,0.78,1,我願意嘗試任何事。,尋求刺激
NEO,0.78,-1,我永遠不會去滑翔傘或高空彈跳。,尋求刺激
NEO,0.73,-1,我會對人大吼。,合作
NEO5-20,0.85,1,我容易滿足。,親和性
NEO5-20,0.91,-1,我很難被了解。,外向性
NEO5-20,0.91,-1,我不容易感到沮喪。,神經質
NEO5-20,0.89,-1,我對抽象概念不感興趣。,開放性
NEO5-20,0.89,-1,我對理論討論不感興趣。,開放性
NEO5-20,0.91,1,我經常情緒低落。,神經質
NEO5-20,0.85,-1,我是為了自己的個人利益。,親和性
NEO5-20,0.91,-1,我對自己非常滿意。,神經質
NEO5-20,0.91,-1,我避免與他人接觸。,外向性
NEO5-20,0.89,-1,我避免哲學討論。,開放性
NEO5-20,0.89,1,我相信藝術的重要性。,開放性
NEO5-20,0.85,-1,我相信自己比他人優越。,親和性
NEO5-20,0.85,1,我相信他人有善意。,親和性
NEO5-20,0.89,-1,我相信太多稅金用於支持藝術家。,開放性
NEO5-20,0.89,1,我能把話說得很漂亮。,開放性
NEO5-20,0.9,1,我執行我的計劃。,盡責性
NEO5-20,0.89,1,我能將對話提升到更高層次。,開放性
NEO5-20,0.91,1,我讓人們振作起來。,外向性
NEO5-20,0.9,1,我成功完成任務。,盡責性
NEO5-20,0.85,-1,我反駁他人。,親和性
NEO5-20,0.85,-1,我會將他人批評得體無完膚。,親和性
NEO5-20,0.91,1,我不喜歡自己。,神經質
NEO5-20,0.9,-1,我只做足夠的工作。,盡責性
NEO5-20,0.89,-1,我不喜歡去美術館。,開放性
NEO5-20,0.89,-1,我不喜歡藝術。,開放性
NEO5-20,0.89,-1,我不喜歡詩歌。,開放性
NEO5-20,0.9,-1,我不把注意力放在手頭的任務上。,盡責性
NEO5-20,0.9,-1,我不會把事情做完。,盡責性
NEO5-20,0.89,1,我喜歡聽到新想法。,開放性
NEO5-20,0.89,1,我喜歡思考事物。,開放性
NEO5-20,0.89,1,我喜歡狂野的幻想飛行。,開放性
NEO5-20,0.91,1,我擔心最壞的情況。,神經質
NEO5-20,0.9,1,我完成我開始的事。,盡責性
NEO5-20,0.9,1,我貫徹我的計劃。,盡責性
NEO5-20,0.89,1,我對新想法感到興奮。,開放性
NEO5-20,0.89,1,我的詞彙量很豐富。,開放性
NEO5-20,0.85,-1,我說話尖酸刻薄。,親和性
NEO5-20,0.89,1,我有生動的想像力。,開放性
NEO5-20,0.89,-1,我難以理解抽象概念。,開放性
NEO5-20,0.91,-1,我與他人保持距離。,外向性
NEO5-20,0.9,-1,我把事情留下未完成。,盡責性
NEO5-20,0.85,-1,我對他人提出要求。,親和性
NEO5-20,0.9,-1,我把事情搞砸。,盡責性
NEO5-20,0.9,-1,我需要推動才能開始。,盡責性
NEO5-20,0.91,1,我經常感到憂鬱。,神經質
NEO5-20,0.89,-1,我很少尋找事物更深層的意義。,開放性
NEO5-20,0.91,-1,我在壓力下保持冷靜。,神經質
NEO5-20,0.85,1,我尊重他人。,親和性
NEO5-20,0.91,-1,我遠離他人。,外向性
NEO5-20,0.91,-1,我很少生氣。,神經質
NEO5-20,0.85,-1,我懷疑他人有隱藏動機。,親和性
NEO5-20,0.89,-1,我傾向於投票給保守的政治候選人。,開放性
NEO5-20,0.89,1,我傾向於投票給自由派的政治候選人。,開放性
NEO5-20,0.85,1,我平等對待所有人。,親和性
NEO5-20,0.85,1,我相信人們所說的話。,親和性
NEO5-20,0.91,1,我很快就能親近他人。,外向性
ORAIS,0.69,1,在戲劇中演出。,創造力/原創性
ORAIS,0.64,1,吃糖果。,對食物的興趣
ORAIS,0.73,1,獨自用餐。,隱遁性
ORAIS,0.64,1,邊走邊工作時吃東西。,對食物的興趣
ORAIS,0.64,1,在餐廳用餐。,對食物的興趣
ORAIS,0.64,1,開車時吃喝。,對食物的興趣
ORAIS,0.64,1,吃太多。,對食物的興趣
ORAIS,0.82,1,觀看芭蕾舞表演。,文化
ORAIS,0.89,1,參加教堂或宗教儀式。,靈性/宗教性
ORAIS,0.57,1,參加正式舞會。,對浪漫的興趣
ORAIS,0.82,1,參加公開講座。,文化
ORAIS,0.7,1,參加集會或示威活動。,對政治行動的興趣
ORAIS,0.82,1,觀看舞台劇或音樂劇。,文化
ORAIS,0.7,1,參加鎮民大會。,對政治行動的興趣
ORAIS,0.79,1,參加體育賽事。,對運動的興趣
ORAIS,0.82,1,參加歌劇或音樂會。,文化
ORAIS,0.75,1,烤蛋糕、派、餅乾或麵包。,對家務的興趣
ORAIS,0.84,1,為寵物洗澡或梳理毛髮。,對寵物的興趣
ORAIS,0.84,1,喝醉酒。,對飲酒的興趣
ORAIS,0.79,1,為體育賽事下注。,對賭博的興趣
ORAIS,0.84,1,購買關於我收藏的書籍。,對收藏的興趣
ORAIS,0.75,1,購買書籍。,閱讀熱愛
ORAIS,0.5,1,購買汽車、卡車或摩托車。,對車輛的興趣
ORAIS,0.76,1,購買時尚的衣服。,外表意識
ORAIS,0.66,1,購買自我成長書籍。,對自我改進的興趣
ORAIS,0.85,1,購買或採摘花朵。,對園藝的興趣
ORAIS,0.75,1,買賣房地產。,對金錢的興趣
ORAIS,0.75,1,買賣股票或債券。,對金錢的興趣
ORAIS,0.85,1,為花園或庭院購買植物。,對園藝的興趣
ORAIS,0.84,1,為我的收藏購買東西。,對收藏的興趣
ORAIS,0.66,1,購買雜貨以外的東西。,對購物的興趣
ORAIS,0.84,1,照顧寵物。,對寵物的興趣
ORAIS,0.85,1,照顧盆栽植物。,對園藝的興趣
ORAIS,0.52,1,改變習慣以減少對環境的影響。,對環保的興趣
ORAIS,0.66,1,查看報紙上的促銷廣告。,對購物的興趣
ORAIS,0.64,1,嚼口香糖。,對食物的興趣
ORAIS,0.73,1,選擇獨自度過一天。,隱遁性
ORAIS,0.75,1,打掃房子。,對家務的興趣
ORAIS,0.52,1,堆肥廚餘或庭院廢物。,對環保的興趣
ORAIS,0.75,1,煮飯。,對家務的興趣
ORAIS,0.85,1,做有氧運動。,對運動的興趣
ORAIS,0.85,1,做庭院工作。,對園藝的興趣
ORAIS,0.85,1,做瑜伽或其他運動。,對運動的興趣
ORAIS,0.57,1,燭光晚餐。,對浪漫的興趣
ORAIS,0.89,1,討論宗教或靈性。,靈性/宗教性
ORAIS,0.79,1,討論運動。,對運動的興趣
ORAIS,0.7,1,為政治競選或事業捐款。,對政治行動的興趣
ORAIS,0.7,1,捐款給慈善機構。,對政治行動的興趣
ORAIS,0.77,1,從網路下載音樂。,對音樂的興趣
ORAIS,0.84,1,喝啤酒或葡萄酒。,對飲酒的興趣
ORAIS,0.84,1,在酒吧或夜總會喝酒。,對飲酒的興趣
ORAIS,0.84,1,喝威士忌、伏特加、琴酒或其他烈酒。,對飲酒的興趣
ORAIS,0.66,1,註冊學習課程。,對自我改進的興趣
ORAIS,0.82,1,招待六人或更多人。,對寵物的興趣
ORAIS,0.85,1,運動40分鐘或更長時間。,對運動的興趣
ORAIS,0.84,1,餵養寵物。,對寵物的興趣
ORAIS,0.79,1,在老虎機或電子撲克機上賭博。,對賭博的興趣
ORAIS,0.79,1,用紙牌或骰子賭博。,對賭博的興趣
ORAIS,0.85,1,做園藝。,對園藝的興趣
ORAIS,0.89,1,在餐前祈禱。,靈性/宗教性
ORAIS,0.84,1,宿醉。,對飲酒的興趣
ORAIS,0.82,1,邀請某人來家裡吃晚飯。,合群性
ORAIS,0.75,1,燙亞麻布或衣服。,對家務的興趣
ORAIS,0.75,1,編織、拼布、縫紉或鉤針編織。,對家務的興趣
ORAIS,0.65,1,學習新的桌遊或紙牌遊戲。,對遊戲的興趣
ORAIS,0.66,1,學習新技能。,對自我改進的興趣
ORAIS,0.86,1,讓孩子贏得遊戲。,對兒童的興趣
ORAIS,0.85,1,舉重。,對運動的興趣
ORAIS,0.89,1,在收音機或電視上收聽宗教節目。,靈性/宗教性
ORAIS,0.77,1,在收音機上聽音樂。,對音樂的興趣
ORAIS,0.77,1,工作時聽音樂。,對音樂的興趣
ORAIS,0.61,1,在百科全書中查找資料。,學習熱愛
ORAIS,0.61,1,在字典中查字。,學習熱愛
ORAIS,0.89,1,在網路上查找資訊。,對電腦的興趣
ORAIS,0.75,1,鋪床。,對家務的興趣
ORAIS,0.6,1,在日記或日誌中記錄。,對日誌的興趣
ORAIS,0.69,1,在個人網頁上發表文章。,對社交媒體的興趣
ORAIS,0.75,1,獲取股市價格。,對金錢的興趣
ORAIS,0.64,1,訂購外送食物。,對食物的興趣
ORAIS,0.69,1,畫畫。,創造力/原創性
ORAIS,0.85,1,參加運動計畫。,對運動的興趣
ORAIS,0.69,1,參加線上討論小組。,對社交媒體的興趣
ORAIS,0.52,1,撿垃圾。,對環保的興趣
ORAIS,0.82,1,計劃派對。,合群性
ORAIS,0.85,1,種植或移植植物。,對園藝的興趣
ORAIS,0.65,1,玩桌遊。,對遊戲的興趣
ORAIS,0.89,1,玩電腦遊戲。,對電腦的興趣
ORAIS,0.69,1,演奏樂器。,創造力/原創性
ORAIS,0.79,1,參加團隊運動。,對運動的興趣
ORAIS,0.79,1,打籃球。,對運動的興趣
ORAIS,0.79,1,玩賓果遊戲賭錢。,對賭博的興趣
ORAIS,0.65,1,打牌。,對遊戲的興趣
ORAIS,0.65,1,下棋或西洋跳棋。,對遊戲的興趣
ORAIS,0.79,1,打網球或高爾夫球。,對運動的興趣
ORAIS,0.86,1,和孩子玩耍。,對兒童的興趣
ORAIS,0.84,1,和寵物玩耍。,對寵物的興趣
ORAIS,0.89,1,祈禱（不包括餐前祝福）。,靈性/宗教性
ORAIS,0.69,1,創作藝術作品。,創造力/原創性
ORAIS,0.75,1,購買商品作為投資。,對金錢的興趣
ORAIS,0.77,1,購買音樂專輯。,對音樂的興趣
ORAIS,0.84,1,購買寵物。,對寵物的興趣
ORAIS,0.79,1,購買刮刮樂彩票。,對賭博的興趣
ORAIS,0.6,1,把照片放進相簿。,對日誌的興趣
ORAIS,0.5,1,賽車、卡車或摩托車。,對車輛的興趣
ORAIS,0.89,1,閱讀關於宗教或靈性的書籍。,靈性/宗教性
ORAIS,0.84,1,閱讀關於我收藏的書籍。,對收藏的興趣
ORAIS,0.75,1,閱讀財經主題的書籍。,對金錢的興趣
ORAIS,0.75,1,閱讀書籍。,閱讀熱愛
ORAIS,0.5,1,閱讀汽車雜誌或書籍。,對車輛的興趣
ORAIS,0.76,1,閱讀時尚相關書籍。,外表意識
ORAIS,0.76,1,閱讀時尚相關雜誌。,外表意識
ORAIS,0.61,1,閱讀新聞雜誌。,學習熱愛
ORAIS,0.66,1,閱讀自我成長書籍。,對自我改進的興趣
ORAIS,0.86,1,為孩子讀故事。,對兒童的興趣
ORAIS,0.75,1,一次看完整本書。,閱讀熱愛
ORAIS,0.75,1,睡前在床上閱讀。,閱讀熱愛
ORAIS,0.77,1,閱讀音樂相關新聞。,對音樂的興趣
ORAIS,0.89,1,在網路上閱讀新聞。,對電腦的興趣
ORAIS,0.66,1,閱讀報紙上非雜貨商品的廣告。,對購物的興趣
ORAIS,0.61,1,閱讀詩歌。,學習熱愛
ORAIS,0.69,1,閱讀某人的個人網頁。,對社交媒體的興趣
ORAIS,0.89,1,閱讀聖經或其他神聖文本。,靈性/宗教性
ORAIS,0.86,1,為孩子朗讀漫畫。,對兒童的興趣
ORAIS,0.61,1,閱讀報紙的社論版。,學習熱愛
ORAIS,0.61,1,錄製電視節目。,對看電視的興趣
ORAIS,0.52,1,回收一個或多個物品。,對環保的興趣
ORAIS,0.5,1,騎摩托車。,對車輛的興趣
ORAIS,0.69,1,在公開場合唱歌或演奏樂器。,創造力/原創性
ORAIS,0.89,1,發送電子郵件。,對電腦的興趣
ORAIS,0.86,1,擔任保姆。,對兒童的興趣
ORAIS,0.77,1,在音樂商店購物。,對音樂的興趣
ORAIS,0.66,1,在網路上購物。,對購物的興趣
ORAIS,0.7,1,簽署請願書。,對政治行動的興趣
ORAIS,0.66,1,在非雜貨商店待10分鐘或更長時間。,對購物的興趣
ORAIS,0.73,1,獨自度過整個假期。,隱遁性
ORAIS,0.66,1,在非雜貨商店待一小時或更長時間。,對購物的興趣
ORAIS,0.76,1,花超過10分鐘思考穿什麼。,外表意識
ORAIS,0.76,1,花超過一小時思考穿什麼。,外表意識
ORAIS,0.79,1,住在飯店、汽車旅館或度假村。,對旅行的興趣
ORAIS,0.66,1,學習某個科目。,對自我改進的興趣
ORAIS,0.89,1,上網瀏覽。,對電腦的興趣
ORAIS,0.86,1,帶孩子出遊。,對兒童的興趣
ORAIS,0.79,1,去旅行。,對旅行的興趣
ORAIS,0.79,1,拍攝旅行照片。,對旅行的興趣
ORAIS,0.77,1,與朋友交換音樂。,對音樂的興趣
ORAIS,0.84,1,交換我收藏的東西。,對收藏的興趣
ORAIS,0.79,1,乘火車或飛機旅行。,對旅行的興趣
ORAIS,0.69,1,嘗試全新的事物。,創造力/原創性
ORAIS,0.69,1,使用電腦進行社交網絡。,對社交媒體的興趣
ORAIS,0.89,1,使用電腦。,對電腦的興趣
ORAIS,0.85,1,使用運動器材。,對運動的興趣
ORAIS,0.77,1,使用mp3播放器或Ipod。,對音樂的興趣
ORAIS,0.52,1,在丟棄紙張前使用兩面。,對環保的興趣
ORAIS,0.66,1,使用eBay買賣東西。,對購物的興趣
ORAIS,0.69,1,使用即時通訊線上聊天。,對社交媒體的興趣
ORAIS,0.52,1,使用大眾運輸工具。,對環保的興趣
ORAIS,0.82,1,參觀博物館。,文化
ORAIS,0.75,1,參觀公共圖書館。,閱讀熱愛
ORAIS,0.82,1,參觀藝術展覽。,文化
ORAIS,0.7,1,為俱樂部或組織做志工。,對政治行動的興趣
ORAIS,0.74,1,在海灘散步。,對戶外活動的興趣
ORAIS,0.52,1,步行或騎自行車上班。,對環保的興趣
ORAIS,0.75,1,洗碗。,對家務的興趣
ORAIS,0.79,1,觀看電視體育賽事。,對運動的興趣
ORAIS,0.61,1,觀看電視實境秀。,對看電視的興趣
ORAIS,0.61,1,觀看電視肥皂劇。,對看電視的興趣
ORAIS,0.61,1,觀看電視脫口秀。,對看電視的興趣
ORAIS,0.61,1,觀看電視教育頻道。,學習熱愛
ORAIS,0.61,1,觀看電視新聞。,對看電視的興趣
ORAIS,0.61,1,看電視。,對看電視的興趣
ORAIS,0.61,1,看太多電視。,對看電視的興趣
ORAIS,0.74,1,去背包旅行或露營。,對戶外活動的興趣
ORAIS,0.74,1,去划船或泛舟。,對戶外活動的興趣
ORAIS,0.57,1,去跳舞。,對浪漫的興趣
ORAIS,0.74,1,去釣魚或打獵。,對戶外活動的興趣
ORAIS,0.79,1,去郵輪旅行或參加旅行團。,對旅行的興趣
ORAIS,0.57,1,約會。,對浪漫的興趣
ORAIS,0.74,1,去遠足。,對戶外活動的興趣
ORAIS,0.74,1,去野餐。,對戶外活動的興趣
ORAIS,0.73,1,獨自去旅行。,隱遁性
ORAIS,0.85,1,去跑步或慢跑。,對運動的興趣
ORAIS,0.79,1,去觀光。,對旅行的興趣
ORAIS,0.74,1,去游泳。,對戶外活動的興趣
ORAIS,0.79,1,去賭場。,對賭博的興趣
ORAIS,0.73,1,獨自去音樂會或劇院。,隱遁性
ORAIS,0.82,1,去大型派對。,合群性
ORAIS,0.82,1,去小型派對。,合群性
ORAIS,0.73,1,獨自去看電影。,隱遁性
ORAIS,0.57,1,穿正式服裝。,對浪漫的興趣
ORAIS,0.65,1,做拼圖。,對遊戲的興趣
ORAIS,0.75,1,規劃退休計劃。,對金錢的興趣
ORAIS,0.6,1,製作剪貼簿。,對日誌的興趣
ORAIS,0.84,1,處理我的收藏。,對收藏的興趣
ORAIS,0.6,1,寫手寫信。,對日誌的興趣
ORAIS,0.7,1,寫信給報社或政治人物。,對政治行動的興趣
ORAIS,0.57,1,寫情書。,對浪漫的興趣
ORAIS,0.6,1,寫明信片。,對日誌的興趣
ORAIS,0.6,1,寫感謝卡。,對日誌的興趣
ORAIS,0.6,1,寫詩。,對日誌的興趣
ORAIS,0.69,1,寫詩。,創造力/原創性
ORVIS,0.88,1,在戲劇中演出。,創造力/原創性
ORVIS,0.82,1,成為賞金獵人。,冒險性
ORVIS,0.88,1,成為化學家。,科學興趣
ORVIS,0.86,1,成為輔導員或治療師。,利他主義
ORVIS,0.86,1,成為醫生或護士。,利他主義
ORVIS,0.81,1,成為農夫。,建築/機械興趣
ORVIS,0.79,1,成為駐外記者。,語言精通
ORVIS,0.81,1,成為森林管理員。,建築/機械興趣
ORVIS,0.79,1,成為圖書館員。,語言精通
ORVIS,0.82,1,成為長途自行車騎士。,冒險性
ORVIS,0.88,1,成為數學家。,科學興趣
ORVIS,0.82,1,成為軍官。,冒險性
ORVIS,0.86,1,成為牧師、神父、拉比或其他宗教教師。,利他主義
ORVIS,0.86,1,成為物理治療師。,利他主義
ORVIS,0.88,1,成為物理學家。,科學興趣
ORVIS,0.82,1,成為警察。,冒險性
ORVIS,0.82,1,成為職業運動員。,冒險性
ORVIS,0.88,1,成為職業舞者。,創造力/原創性
ORVIS,0.79,1,成為英語教授。,語言精通
ORVIS,0.9,1,成為採購代理。,組織
ORVIS,0.82,1,成為賽車手。,冒險性
ORVIS,0.87,1,成為銷售或營銷總監。,領導力
ORVIS,0.88,1,成為科學記者。,科學興趣
ORVIS,0.86,1,成為社工。,利他主義
ORVIS,0.87,1,成為州長或參議員。,領導力
ORVIS,0.88,1,成為統計學家。,科學興趣
ORVIS,0.79,1,成為翻譯或口譯員。,語言精通
ORVIS,0.88,1,成為演員或女演員。,創造力/原創性
ORVIS,0.88,1,成為藝術家或建築師。,創造力/原創性
ORVIS,0.86,1,成為小學教師。,利他主義
ORVIS,0.9,1,成為辦公室經理。,組織
ORVIS,0.87,1,成為大公司的執行長。,領導力
ORVIS,0.9,1,成為公司的財務長。,組織
ORVIS,0.87,1,成為會議的司儀。,領導力
ORVIS,0.81,1,照顧牛或馬。,建築/機械興趣
ORVIS,0.86,1,照顧病人。,利他主義
ORVIS,0.88,1,進行醫學研究。,科學興趣
ORVIS,0.82,1,參加體育競賽。,冒險性
ORVIS,0.81,1,建造新建築。,建築/機械興趣
ORVIS,0.86,1,輔導需要幫助的人。,利他主義
ORVIS,0.88,1,創作新的時裝設計。,創造力/原創性
ORVIS,0.88,1,創作藝術作品。,創造力/原創性
ORVIS,0.81,1,栽培植物。,建築/機械興趣
ORVIS,0.87,1,在公開會議上辯論主題。,領導力
ORVIS,0.88,1,設計實驗室實驗。,科學興趣
ORVIS,0.88,1,設計網頁。,創造力/原創性
ORVIS,0.88,1,開發電腦程式。,科學興趣
ORVIS,0.9,1,開發辦公室檔案系統。,組織
ORVIS,0.81,1,做木工。,建築/機械興趣
ORVIS,0.79,1,編輯報紙。,語言精通
ORVIS,0.82,1,參與令人興奮的冒險。,冒險性
ORVIS,0.9,1,建立時間表。,組織
ORVIS,0.88,1,向他人解釋科學概念。,科學興趣
ORVIS,0.82,1,面對身體危險。,冒險性
ORVIS,0.81,1,進行自然散步。,建築/機械興趣
ORVIS,0.86,1,幫助他人學習新想法。,利他主義
ORVIS,0.86,1,幫助人們做職業決策。,利他主義
ORVIS,0.86,1,指導父母如何照顧孩子。,利他主義
ORVIS,0.79,1,寫日記或日誌。,語言精通
ORVIS,0.9,1,保留詳細記錄。,組織
ORVIS,0.9,1,追蹤公司的庫存。,組織
ORVIS,0.79,1,懂得許多語言。,語言精通
ORVIS,0.87,1,領導他人。,領導力
ORVIS,0.87,1,做影響很多人的決定。,領導力
ORVIS,0.87,1,讓重要的事情發生。,領導力
ORVIS,0.79,1,編寫字謎。,語言精通
ORVIS,0.9,1,管理電腦資料庫。,組織
ORVIS,0.9,1,監控業務費用。,組織
ORVIS,0.87,1,組織政治競選活動。,領導力
ORVIS,0.88,1,繪畫或素描。,創造力/原創性
ORVIS,0.86,1,參加慈善活動。,利他主義
ORVIS,0.87,1,說服他人改變觀點。,領導力
ORVIS,0.87,1,計劃廣告活動。,領導力
ORVIS,0.9,1,規劃預算。,組織
ORVIS,0.9,1,規劃投資策略。,組織
ORVIS,0.88,1,在交響樂團演奏樂器。,創造力/原創性
ORVIS,0.9,1,準備財務合約。,組織
ORVIS,0.86,1,為他人提供安慰和支持。,利他主義
ORVIS,0.81,1,種花。,建築/機械興趣
ORVIS,0.79,1,閱讀大量書籍。,語言精通
ORVIS,0.88,1,重新裝飾自己的房子。,創造力/原創性
ORVIS,0.81,1,修理汽車或卡車。,建築/機械興趣
ORVIS,0.87,1,競選政治職位。,領導力
ORVIS,0.88,1,為博物館挑選藝術品。,創造力/原創性
ORVIS,0.88,1,專業歌唱。,創造力/原創性
ORVIS,0.88,1,解決複雜的難題。,科學興趣
ORVIS,0.79,1,流利地談論任何話題。,語言精通
ORVIS,0.9,1,監督他人的工作。,組織
ORVIS,0.82,1,在荒野中生存。,冒險性
ORVIS,0.81,1,使用工具和機械工作。,建築/機械興趣
ORVIS,0.88,1,寫短篇小說或小說。,創造力/原創性
ORVIS,0.88,1,創作歌曲。,創造力/原創性
Radloff1977,0.93,1,無法開始行動。,憂鬱
Radloff1977,0.93,1,不想吃東西，即使我應該餓了。,憂鬱
Radloff1977,0.93,-1,享受生活。,憂鬱
Radloff1977,0.93,1,感到憂鬱。,憂鬱
Radloff1977,0.93,1,感到恐懼。,憂鬱
Radloff1977,0.93,-1,感到快樂。,憂鬱
Radloff1977,0.93,-1,對未來感到充滿希望。,憂鬱
Radloff1977,0.93,1,感到孤獨。,憂鬱
Radloff1977,0.93,1,感到悲傷。,憂鬱
Radloff1977,0.93,1,感覺我做的每件事都很費力。,憂鬱
Radloff1977,0.93,1,感覺即使有家人或朋友的幫助，我也無法擺脫憂鬱。,憂鬱
Radloff1977,0.93,1,感覺人們不喜歡我。,憂鬱
Radloff1977,0.93,1,食慾不振。,憂鬱
Radloff1977,0.93,1,哭泣。,憂鬱
Radloff1977,0.93,1,睡眠不安穩。,憂鬱
Radloff1977,0.93,1,有關於死亡的想法。,憂鬱
Radloff1977,0.93,1,難以專注於我正在做的事。,憂鬱
Radloff1977,0.93,1,說話比平常少。,憂鬱
Radloff1977,0.93,1,想過要自殺。,憂鬱
Radloff1977,0.93,1,認為我的人生是個失敗。,憂鬱
Radloff1977,0.93,1,被平常不會困擾我的事情所困擾。,憂鬱
Radloff1977,0.93,1,情緒低落。,憂鬱
Rosenberg1965,0.84,-1,我不如大多數人有能力。,自尊
Rosenberg1965,0.84,-1,我不喜歡自己。,自尊
Rosenberg1965,0.84,1,我對自己感到自在。,自尊
Rosenberg1965,0.84,-1,我覺得自己無法處理事情。,自尊
Rosenberg1965,0.84,-1,我覺得我的生活缺乏方向。,自尊
Rosenberg1965,0.84,1,我就是知道我會成功。,自尊
Rosenberg1965,0.84,1,我知道自己的優勢。,自尊
Rosenberg1965,0.84,1,我喜歡承擔做決定的責任。,自尊
Rosenberg1965,0.84,-1,我質疑自己正確完成工作的能力。,自尊
Rosenberg1965,0.84,1,我很少感到憂鬱。,自尊
Scheier1994,0.86,-1,我經常心情不好。,希望/樂觀
Scheier1994,0.86,-1,我不喜歡自己。,希望/樂觀
Scheier1994,0.86,1,我對自己感到自在。,希望/樂觀
Scheier1994,0.86,-1,我覺得我的生活缺乏方向。,希望/樂觀
Scheier1994,0.86,-1,我對未來有黑暗的展望。,希望/樂觀
Scheier1994,0.86,1,我就是知道我會成功。,希望/樂觀
Scheier1994,0.86,1,我看到生活光明的一面。,希望/樂觀
Scheier1994,0.86,-1,我經常感到憂鬱。,希望/樂觀
Scheier1994,0.86,1,我很少感到憂鬱。,希望/樂觀
Snyder1974,0.82,1,我擅長即興演講。,自我監控
Snyder1974,0.82,1,如果有機會的話我可能會炫耀。,自我監控
Snyder1974,0.82,1,我是派對的靈魂人物。,自我監控
Snyder1974,0.82,-1,我不喜歡引起注意。,自我監控
Snyder1974,0.82,-1,我討厭成為注意力的焦點。,自我監控
Snyder1974,0.82,1,我喜歡吸引注意力。,自我監控
Snyder1974,0.82,1,我做秀以給人留下深刻印象。,自我監控
Snyder1974,0.82,1,我用奉承來求進步。,自我監控
Snyder1974,0.82,1,我會是個好演員。,自我監控
Snyder1974,0.82,-1,我不會是個好喜劇演員。,自我監控
Span2002,0.78,1,我經常坐立不安。,ADHD
Span2002,0.78,1,在他人說完問題前就開始回答。,ADHD
Span2002,0.78,1,我不喜歡做安靜的休閒活動。,ADHD
Span2002,0.78,1,我不會完成我開始的事。,ADHD
Span2002,0.78,1,我沒有給予足夠的注意力當他人對我說話時。,ADHD
Span2002,0.78,1,我大部分時間都感到躁動。,ADHD
Span2002,0.78,1,我發現很難組織任務和活動。,ADHD
Span2002,0.78,1,我發現很難長時間坐著不動。,ADHD
Span2002,0.78,1,我會忘記事情。,ADHD
Span2002,0.78,1,我被告知當他人對我說話時我沒在聽。,ADHD
Span2002,0.78,1,我難以將注意力集中在任務上。,ADHD
Span2002,0.78,1,我會犯粗心的錯誤。,ADHD
TCI,0.75,1,我接受具挑戰性的任務。,能力
TCI,0.72,1,我接受他人的弱點。,同情
TCI,0.72,1,我接受他人本來的樣子。,容忍
TCI,0.78,1,我完成很多工作。,勤勉/堅持/毅力
TCI,0.73,1,我承認他人的成就。,信任
TCI,0.66,1,我按照良心行事。,道德性
TCI,0.86,-1,我與他人相處自在。,社交不適
TCI,0.71,-1,我會同意任何事。,希望/樂觀
TCI,0.72,-1,我是個輸不起的人。,容忍
